               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 177,            0.028314,            0.037156,                   0,             0.94445,             0.86995,             0.92339,             0.72417,            0.034221,             0.10405,                   0,            0.009505,            0.009505,            0.009505
                 178,            0.027905,            0.037236,                   0,             0.94322,             0.90912,             0.94553,              0.7412,            0.033468,            0.098066,                   0,            0.009505,            0.009505,            0.009505
                 179,            0.029354,            0.037024,                   0,             0.93614,             0.93141,             0.95687,             0.75835,            0.032573,            0.096415,                   0,            0.009505,            0.009505,            0.009505
                 180,            0.028123,            0.038085,                   0,             0.93842,              0.9315,             0.95227,             0.74039,            0.032805,            0.094708,                   0,            0.009505,            0.009505,            0.009505
                 181,            0.027739,            0.036824,                   0,             0.93561,             0.92948,             0.95288,             0.71756,            0.033209,            0.095384,                   0,            0.009505,            0.009505,            0.009505
                 182,            0.027517,            0.033526,                   0,             0.94526,             0.92654,             0.95668,             0.73554,             0.03352,            0.097141,                   0,            0.009505,            0.009505,            0.009505
                 183,            0.029698,            0.041161,                   0,             0.94317,             0.91997,             0.95185,             0.74802,            0.032723,            0.096376,                   0,            0.009505,            0.009505,            0.009505
                 184,            0.027804,            0.036765,                   0,             0.94155,             0.91597,             0.94626,             0.75416,            0.032351,            0.096841,                   0,            0.009505,            0.009505,            0.009505
                 185,            0.027186,            0.034774,                   0,             0.93821,             0.90642,             0.93985,             0.74844,            0.032547,            0.099937,                   0,            0.009505,            0.009505,            0.009505
                 186,            0.028836,            0.037818,                   0,             0.93221,             0.91542,             0.94789,             0.75585,            0.032312,             0.10026,                   0,            0.009505,            0.009505,            0.009505
                 187,            0.029265,             0.04069,                   0,              0.9327,             0.92097,             0.94576,             0.74922,            0.032515,              0.0998,                   0,            0.009505,            0.009505,            0.009505
                 188,             0.02691,             0.03622,                   0,             0.93674,              0.9076,             0.93858,             0.69655,            0.034221,             0.10087,                   0,            0.009505,            0.009505,            0.009505
                 189,            0.029127,             0.04018,                   0,             0.93642,             0.91587,             0.94255,             0.72088,            0.034179,             0.10105,                   0,            0.009505,            0.009505,            0.009505
                 190,              0.0278,            0.036937,                   0,             0.94737,             0.90191,             0.94049,              0.7401,            0.032581,            0.099497,                   0,            0.009505,            0.009505,            0.009505
                 191,            0.026472,            0.037434,                   0,             0.94386,             0.91791,             0.94922,             0.75903,            0.032316,            0.094596,                   0,            0.009505,            0.009505,            0.009505
                 192,            0.026998,            0.037723,                   0,             0.94654,             0.93123,             0.95728,              0.7537,            0.032859,            0.095397,                   0,            0.009505,            0.009505,            0.009505
                 193,            0.029705,            0.042472,                   0,             0.93828,             0.92387,             0.94432,             0.74731,            0.032599,            0.099629,                   0,            0.009505,            0.009505,            0.009505
                 194,            0.028473,            0.037062,                   0,              0.9421,             0.92431,             0.95147,             0.74329,            0.032559,            0.098645,                   0,            0.009505,            0.009505,            0.009505
                 195,            0.027046,            0.038413,                   0,             0.94879,             0.92174,             0.95521,             0.75878,            0.032182,            0.096878,                   0,            0.009505,            0.009505,            0.009505
                 196,            0.027479,            0.033704,                   0,             0.95613,             0.90014,             0.94513,             0.75252,             0.03273,             0.10135,                   0,            0.009505,            0.009505,            0.009505
                 197,            0.026527,            0.034064,                   0,             0.95972,             0.89339,             0.94322,              0.7514,            0.032492,             0.10252,                   0,            0.009505,            0.009505,            0.009505
                 198,            0.027047,            0.037349,                   0,             0.94329,             0.94527,              0.9608,             0.76708,            0.031877,            0.093081,                   0,            0.009505,            0.009505,            0.009505
                 199,            0.027829,            0.039621,                   0,             0.94065,             0.93488,             0.95668,             0.75713,            0.032142,            0.096051,                   0,            0.009505,            0.009505,            0.009505
